Package version:,2.1.7
Scenario:,apartment1
Connectivity:,global
Planner type:,seqtargets
Robot count:,1
Branch reuse:,enabled
Local reward:,enabled
Min. tree age:,48
Iteration discount:,0.8
Exploration factor:,0.2
Min plan value:,0.001
Action caching:,disabled
ROS time multiplier:,1

Time [s], Map uncertainty (global) [-], Map uncertainty (GS) [-], Total distance [m], Distance (robot 1) [m], Map uncertainty (robot 1) [-], Navigation failures
0.349213, 1, 1, 0, 0, 1, 0
0.686437, 1, 1, 0, 0, 1, 0
1.0562, 0.9795, 0.978789, 0.203077, 0.203077, 0.978294, 0
1.43015, 0.979165, 0.97806, 0.804832, 0.804832, 0.977956, 0
1.79581, 0.979, 0.977669, 1.59942, 1.59942, 0.977617, 0
2.16149, 0.978702, 0.977409, 2.13556, 2.13556, 0.977409, 0
2.5556, 0.978519, 0.977253, 2.60675, 2.60675, 0.977253, 0
2.8928, 0.97835, 0.976966, 2.87491, 2.87491, 0.976966, 0
3.25423, 0.975425, 0.974128, 3.52134, 3.52134, 0.974128, 0
3.62383, 0.971425, 0.969492, 3.9923, 3.9923, 0.969492, 0
3.99339, 0.971425, 0.969492, 3.9923, 3.9923, 0.969492, 0
4.35897, 0.970846, 0.969492, 4.32526, 4.32526, 0.968555, 0
4.71641, 0.970558, 0.968385, 4.39028, 4.39028, 0.968385, 0
5.07381, 0.970317, 0.968294, 4.65834, 4.65834, 0.968385, 0
5.43113, 0.969237, 0.966771, 4.78958, 4.78958, 0.966771, 0
5.78452, 0.969237, 0.966771, 4.78958, 4.78958, 0.966771, 0
6.16628, 0.969237, 0.966771, 4.78958, 4.78958, 0.966771, 0
6.54805, 0.969181, 0.966771, 5.12258, 5.12258, 0.966771, 0
6.8851, 0.969158, 0.966745, 5.71541, 5.71541, 0.966732, 0
7.25477, 0.968996, 0.966719, 6.33601, 6.33601, 0.966615, 0
7.65274, 0.968996, 0.966615, 6.93601, 6.93601, 0.966615, 0
8.05066, 0.968996, 0.966615, 7.53601, 7.53601, 0.966615, 0
8.41621, 0.968996, 0.966615, 8.21601, 8.21601, 0.966615, 0
8.77757, 0.968996, 0.966615, 8.96221, 8.96221, 0.966615, 0
9.11876, 0.968996, 0.966615, 9.68385, 9.68385, 0.966615, 0
9.50879, 0.968277, 0.965846, 10.409, 10.409, 0.965833, 0
9.86624, 0.968277, 0.96582, 10.409, 10.409, 0.96582, 0
10.2318, 0.968277, 0.96582, 10.409, 10.409, 0.96582, 0
10.6139, 0.968273, 0.96582, 10.5879, 10.5879, 0.96582, 0
10.9715, 0.968265, 0.965794, 11.1944, 11.1944, 0.965794, 0
11.3289, 0.968265, 0.965794, 11.938, 11.938, 0.965794, 0
11.715, 0.968265, 0.965794, 12.6415, 12.6415, 0.965794, 0
12.0643, 0.968265, 0.965794, 13.36, 13.36, 0.965794, 0
