Package version:,2.1.7
Scenario:,apartment1
Connectivity:,global
Planner type:,random
Robot count:,1
Branch reuse:,enabled
Local reward:,enabled
Min. tree age:,48
Iteration discount:,0.8
Exploration factor:,0.2
Min plan value:,0.001
Action caching:,disabled
ROS time multiplier:,1

Time [s], Map uncertainty (global) [-], Map uncertainty (GS) [-], Total distance [m], Distance (robot 1) [m], Map uncertainty (robot 1) [-], Navigation failures
0.357388, 1, 1, 0, 0, 1, 0
0.77195, 1, 1, 0, 0, 1, 0
1.14561, 0.979392, 0.978177, 0.462961, 0.462961, 0.978177, 0
1.50699, 0.979163, 0.978021, 1.06328, 1.06328, 0.977995, 0
1.87248, 0.978973, 0.977682, 1.79385, 1.79385, 0.977656, 0
2.23378, 0.97871, 0.977448, 2.39443, 2.39443, 0.977383, 0
2.6032, 0.978473, 0.97707, 2.72727, 2.72727, 0.97707, 0
2.99295, 0.974337, 0.976745, 3.50254, 3.50254, 0.976641, 0
3.37862, 0.973783, 0.97194, 3.50254, 3.50254, 0.97194, 0
3.7563, 0.973783, 0.97194, 3.50254, 3.50254, 0.97194, 0
4.13379, 0.973783, 0.97194, 3.50254, 3.50254, 0.97194, 0
4.51946, 0.973783, 0.97194, 3.50254, 3.50254, 0.97194, 0
4.90536, 0.973783, 0.97194, 3.50254, 3.50254, 0.97194, 0
5.28317, 0.973783, 0.97194, 3.50254, 3.50254, 0.97194, 0
5.66091, 0.973783, 0.97194, 3.50254, 3.50254, 0.97194, 0
6.05478, 0.973783, 0.97194, 3.50254, 3.50254, 0.97194, 0
6.42845, 0.973448, 0.971328, 3.59198, 3.59198, 0.971328, 0
6.81841, 0.973448, 0.971328, 3.59198, 3.59198, 0.971328, 0
7.1758, 0.973448, 0.971328, 3.59198, 3.59198, 0.971328, 0
7.54136, 0.973098, 0.971328, 3.68143, 3.68143, 0.970846, 0
7.93129, 0.973098, 0.970846, 3.68143, 3.68143, 0.970846, 0
8.29284, 0.971794, 0.970846, 4.01455, 4.01455, 0.970846, 0
8.68274, 0.970104, 0.968164, 4.41262, 4.41262, 0.968164, 0
9.06864, 0.970104, 0.968164, 4.41262, 4.41262, 0.968164, 0
9.4383, 0.968281, 0.96793, 4.88376, 4.88376, 0.967409, 0
9.82423, 0.96749, 0.965677, 5.29958, 5.29958, 0.965677, 0
10.202, 0.96749, 0.965677, 5.29958, 5.29958, 0.965677, 0
10.5472, 0.96749, 0.965677, 5.29958, 5.29958, 0.965677, 0
10.9251, 0.96749, 0.965677, 5.38902, 5.38902, 0.965677, 0
11.2826, 0.96739, 0.965443, 5.38902, 5.38902, 0.965443, 0
11.6523, 0.966546, 0.963385, 5.47847, 5.47847, 0.963385, 0
12.0178, 0.964244, 0.962122, 5.92306, 5.92306, 0.961719, 0
12.367, 0.962083, 0.959883, 6.25601, 6.25601, 0.958685, 0
12.7406, 0.957231, 0.954909, 6.85695, 6.85695, 0.954909, 0
13.1224, 0.954754, 0.953073, 7.53117, 7.53117, 0.952695, 0
13.5, 0.950921, 0.949596, 8.26213, 8.26213, 0.94918, 0
13.886, 0.941869, 0.941484, 8.99339, 8.99339, 0.938997, 0
14.2394, 0.939975, 0.935729, 9.26142, 9.26142, 0.935729, 0
14.609, 0.939521, 0.935703, 9.79763, 9.79763, 0.93569, 0
14.9786, 0.93809, 0.934622, 10.5287, 10.5287, 0.934622, 0
15.34, 0.933156, 0.930547, 11.183, 11.183, 0.929375, 0
15.6852, 0.932115, 0.928646, 11.849, 11.849, 0.928529, 0
16.0385, 0.928638, 0.928268, 12.5881, 12.5881, 0.927305, 0
16.3757, 0.916115, 0.906042, 12.8482, 12.8482, 0.906042, 0
16.7372, 0.916115, 0.906042, 12.8482, 12.8482, 0.906042, 0
17.0987, 0.916115, 0.906042, 12.8482, 12.8482, 0.906042, 0
17.452, 0.916115, 0.906042, 12.8482, 12.8482, 0.906042, 0
17.8136, 0.916115, 0.906042, 12.8482, 12.8482, 0.906042, 0
18.1507, 0.916115, 0.906042, 12.8482, 12.8482, 0.906042, 0
18.5, 0.916115, 0.906042, 12.8482, 12.8482, 0.906042, 0
18.8694, 0.916115, 0.906042, 12.8482, 12.8482, 0.906042, 0
19.2226, 0.916115, 0.906042, 12.8482, 12.8482, 0.906042, 0
19.5839, 0.878667, 0.872917, 13.4489, 13.4489, 0.872917, 0
19.9738, 0.876077, 0.870586, 14.375, 14.375, 0.870182, 0
20.3109, 0.872315, 0.867122, 14.976, 14.976, 0.865339, 0
20.6641, 0.857767, 0.852201, 15.642, 15.642, 0.852201, 0
21.0258, 0.839494, 0.83349, 16.3082, 16.3082, 0.832487, 0
21.4034, 0.839494, 0.832122, 16.3082, 16.3082, 0.832122, 0
21.7446, 0.839494, 0.832122, 16.3082, 16.3082, 0.832122, 0
22.1344, 0.839494, 0.832122, 16.3082, 16.3082, 0.832122, 0
22.5324, 0.839494, 0.832122, 16.3082, 16.3082, 0.832122, 0
22.8695, 0.839494, 0.832122, 16.3082, 16.3082, 0.832122, 0
23.2108, 0.839494, 0.832122, 16.3082, 16.3082, 0.832122, 0
23.6048, 0.834944, 0.82849, 16.7356, 16.7356, 0.82849, 0
23.9869, 0.834944, 0.827552, 16.7356, 16.7356, 0.827552, 0
24.3525, 0.834944, 0.827552, 16.7356, 16.7356, 0.827552, 0
